product_id,product_name,product_category,manufacturing_city,size,weight_kg,retail_price,cost_price,sku_code,supplier,is_active,stock_quantity
425301,Cast Iron Skillet Ultra,Home & Garden,Chicago,M,1.98,99.99,31.51,SKU-77629,Global Supply Co.,0,1820
787923,Running Shorts Plus,Apparel,TOKYO,S,1.67,124.99,35.99,SKU-12797,Global Supply Co.,1,467
832409,Oxford Shirt Ultra,Apparel,Shenzhen,S,4.96,74.99,25.66,SKU-72666,EcoSource LLC,1,291
794299,Indoor Plant Pot Mini,Home & Garden,Seoul,XL,2.99,39.99,15.6,SKU-15207,EcoSource LLC,1,1454
510997,Mechanical Keyboard Standard,Electronics,Guangzhou,M,4.76,39.99,18.63,SKU-45939,TechParts Asia,1,599
235215,Card Game Elite,Toys & Games,,M,2.68,49.99,15.88,SKU-33677,TechParts Asia,1,170
723945,Eye Cream Max,Beauty,Warsaw,XS,3.87,199.99,55.68,SKU-95290,PrimeMaterials GmbH,1,367
843266,Leather Belt Max,Apparel,Bangalore,M,3.79,399.99,113.22,SKU-40441,TechParts Asia,1,307
188834,USB-C Hub Standard,Electronics,Seoul,N/A,0.34,9.99,4.56,SKU-56174,MegaManufacture Inc,1,1844
424620,USB-C Hub Plus,Electronics,Bangalore,M,7.94,74.99,37.91,SKU-69848,ValueChain Partners,1,67
686072,Wool Blazer Premium,Apparel,Berlin,L,2.35,499.99,142.56,SKU-95254,MegaManufacture Inc,1,1156
494976,Facial Cleanser Plus,Beauty,Shenzhen,,3.56,19.99,5.62,SKU-40275,QualityGoods Corp,Yes,1106
774751,Charm Pendant Plus,Jewelry,Chennai,L,4.01,39.99,7.36,SKU-20364,QualityGoods Corp,1,175
930117,USB-C Hub Lite,Electronics,Los Angeles,L,2.03,24.99,12.69,SKU-78296,FastShip Ltd,1,882
444432,Garden Hose Lite,Home & Garden,Chicago,M,2.34,29.99,10.05,SKU-90503,EcoSource LLC,Yes,919
952686,Ankle Chain Max,Jewelry,Chennai,N/A,4.85,34.99,6.73,SKU-88916,MegaManufacture Inc,1,891
234001,Green Tea Pack Max,Grocery,Berlin,M,2.27,74.99,45.71,SKU-58131,PrimeMaterials GmbH,1,1917
802667,"Tablet 10"" Lite",Electronics,Tokyo,N/A,1.66,99.99,42.93,SKU-85866,ValueChain Partners,No,111
836971,Travel Journal Lite,Books,Tokyo,S,2.48,149.99,59.1,SKU-40836,PrimeMaterials GmbH,1,1792
969226,Vitamin C Serum Max,Beauty,Shanghai,S,0.11,14.99,3.75,SKU-19276,TechParts Asia,0,354
874661,Sterling Silver Ring Standard,Jewelry,Chicago,S,4.51,19.99,3.99,SKU-20570,Global Supply Co.,1,1793
818709,Resistance Bands Max,Sports,Mexico City,L,1.5,9.99,4.55,SKU-65886,ValueChain Partners,0,1929
651963,Dumbbell Set Premium,Sports,Los Angeles,M,1.36,19.99,7.47,SKU-99350,EcoSource LLC,No,190
197992,Data Science Handbook Basic,Books,,M,4.12,199.99,74.83,SKU-85837,MegaManufacture Inc,1,1594
777406,Gym Gloves Ultra,Sports,,L,1.46,249.99,110.13,SKU-87748,EcoSource LLC,1,261
803024,Puffer Jacket Basic,Apparel,Chennai,XXL,3.32,14.99,4.35,SKU-34521,,1,615
543973,Setting Spray Elite,Beauty,Guangzhou,M,4.13,249.99,54.5,SKU-98403,Global Supply Co.,1,1765
633188,Olive Oil Extra Virgin Elite,Grocery,Warsaw,S,2.49,199.99,119.32,SKU-20600,PrimeMaterials GmbH,FALSE,1747
479404,Graphic Tee Plus,Apparel,Warsaw,XL,3.93,39.99,12.18,SKU-95301,FastShip Ltd,1,1362
119116,Granola Mix Ultra,Grocery,Berlin,M,1.35,29.99,18.63,SKU-35056,QualityGoods Corp,1,687
480211,Spice Rack Basic,Home & Garden,Mexico City,L,0.49,29.99,9.66,SKU-51779,ValueChain Partners,1,1443
423869,Floral Sundress Ultra,Apparel,Ho Chi Minh City,N/A,1.6,59.99,20.55,SKU-42695,PrimeMaterials GmbH,1,1071
289019,Matte Lipstick Max,Beauty,Detroit,XS,0.28,149.99,40.16,SKU-50954,ValueChain Partners,1,924
324597,Eye Cream Basic,Beauty,Ho Chi Minh City,N/A,2.55,499.99,133.25,SKU-71286,EcoSource LLC,1,119
458332,Beanie Hat Ultra,Apparel,Chicago,XL,2.03,399.99,133.42,SKU-17474,PrimeMaterials GmbH,1,936
903373,Eyebrow Pencil Basic,Beauty,Bangalore,12,2.83,59.99,12.87,SKU-55374,TechParts Asia,TRUE,1879
609892,Puffer Jacket Premium,Apparel,Berlin,XL,1.56,19.99,6.2,SKU-10896,FastShip Ltd,TRUE,383
301332,Eyebrow Pencil Pro,Beauty,Chicago,XL,2.48,89.99,24.64,SKU-71509,PrimeMaterials GmbH,1,328
337547,Charm Pendant Elite,Jewelry,Berlin,M,1.74,199.99,34.41,SKU-95910,QualityGoods Corp,1,1567
244247,Oxford Shirt Standard,Apparel,Shenzhen,L,1.06,24.99,8.07,SKU-10432,Global Supply Co.,Yes,871
262471,Blush Palette Pro,Beauty,Ho Chi Minh City,M,3.28,29.99,8.6,SKU-74961,Global Supply Co.,1,764
180913,Coconut Water Elite,Grocery,Guangzhou,M,1.13,399.99,246.72,SKU-72847,FastShip Ltd,No,772
410160,Floral Sundress Standard,Apparel,Istanbul,L,4.16,99.99,29.32,SKU-59146,ValueChain Partners,1,84
985447,Jump Rope Mini,Sports,Istanbul,M,4.39,9.99,3.94,SKU-10803,TechParts Asia,1,16
926403,Board Game Classic Lite,Toys & Games,Tokyo,N/A,3.55,14.99,5.53,SKU-83215,FastShip Ltd,1,1559
206053,Eyebrow Pencil Elite,Beauty,Shanghai,XL,3.47,59.99,15.31,SKU-82296,QualityGoods Corp,1,383
632351,Smart Watch Premium,Electronics,Warsaw,L,0.62,399.99,195.52,SKU-48998,TechParts Asia,1,1882
908320,Wool Blazer Mini,Apparel,Shenzhen,S,0.64,29.99,8.79,SKU-84231,ValueChain Partners,0,1647
665990,Slim Fit Jeans Standard,Apparel,Istanbul,L,4.08,149.99,43.88,SKU-47034,EcoSource LLC,FALSE,81
975686,,Electronics,Chicago,L,6.24,89.99,43.48,SKU-96326,FastShip Ltd,0,1877
874524,Smart Watch Plus,Electronics,Berlin,N/A,7.38,19.99,9.39,SKU-85742,PrimeMaterials GmbH,0,1541
652108,Smart Watch Lite,Electronics,Guangzhou,M,4.41,59.99,29.25,SKU-89878,MegaManufacture Inc,0,795
139581,Jump Starter Plus,Automotive,Tokyo,S,1.58,14.99,8.37,SKU-90210,TECHPARTS ASIA,1,105
794083,Setting Spray Standard,Beauty,Berlin,One Size,3.9,149.99,34.84,SKU-62363,MegaManufacture Inc,1,1683
453123,Steering Wheel Cover Elite,Automotive,Detroit,M,3.85,14.99,7.08,SKU-35928,Global Supply Co.,1,888
903531,Resistance Bands Basic,Sports,Chicago,M,2.3,74.99,30.24,SKU-55416,MegaManufacture Inc,TRUE,1743
748052,Leather Belt Mini,Apparel,Bangalore,XL,0.84,499.99,169.37,SKU-69777,MegaManufacture Inc,1,146
237414,Wool Blazer Max,Apparel,Detroit,S,3.42,14.99,4.95,SKU-59530,TechParts Asia,1,1031
726258,Matte Lipstick Max,Beauty,Berlin,S,3.67,249.99,61.91,SKU-76134,QualityGoods Corp,1,273
495019,Remote Control Car Lite,Toys & Games,Istanbul,M,1.87,34.99,12.52,SKU-64545,PrimeMaterials GmbH,0,1828
261745,Throw Blanket Basic,Home & Garden,Ho Chi Minh City,M,3.95,99.99,37.23,SKU-64342,QualityGoods Corp,1,1724
270128,Business Strategy Guide Max,Books,Berlin,M,1.28,39.99,16.1,SKU-26416,ValueChain Partners,No,1708
289630,Eyebrow Pencil Max,Beauty,Guangzhou,XL,3.49,24.99,5.49,SKU-19265,FastShip Ltd,1,510
971728,Running Shorts Ultra,Apparel,Mexico City,XL,3.68,49.99,14.33,SKU-41153,EcoSource LLC,1,734
826501,Smart Watch Pro,Electronics,Shanghai,XXL,6.57,499.99,194.46,SKU-81674,ValueChain Partners,1,37
908554,Almond Butter Standard,Grocery,Bangalore,L,0.97,74.99,47.29,SKU-11505,ValueChain Partners,0,1537
755087,Beanie Hat Lite,Apparel,Ho Chi Minh City,XL,0.56,9.99,2.85,SKU-52644,PrimeMaterials GmbH,1,1974
948343,Graphic Tee Mini,Apparel,Warsaw,L,1.39,29.99,9.64,SKU-85864,EcoSource LLC,1,1247
273580,Throw Blanket Elite,Home & Garden,warsaw,XL,0.7,34.99,11.99,SKU-56976,PrimeMaterials GmbH,1,1934
856215,Tire Pressure Gauge Basic,Automotive,Seoul,L,6.74,499.99,215.91,SKU-19562,Global Supply Co.,Yes,570
558933,Running Shoes Ultra,Sports,Tokyo,L,1.74,399.99,154.22,SKU-90070,PrimeMaterials GmbH,1,1610
145814,Floral Sundress Ultra,Apparel,Guangzhou,8,2.13,499.99,137.34,SKU-43712,FastShip Ltd,1,1156
530816,Gym Gloves Mini,Sports,Mexico City,L,4.53,499.99,182.85,SKU-82410,ValueChain Partners,1,1385
481995,Yoga Mat Premium,Sports,Tokyo,L,1.06,9.99,3.85,SKU-46631,TechParts Asia,1,1244
809217,Nail Polish Set Premium,Beauty,Shanghai,,4.86,89.99,25.73,SKU-57054,Global Supply Co.,1,1747
854540,Floral Sundress Basic,Apparel,Berlin,M,4.07,19.99,6.82,SKU-46425,QualityGoods Corp,0,659
349068,Running Shorts Elite,Apparel,Ho Chi Minh City,M,4.42,74.99,24.55,SKU-32454,ValueChain Partners,1,81
565776,Garden Hose Plus,Home & Garden,Mexico City,XL,4.65,39.99,12.93,SKU-31349,TechParts Asia,1,1419
740255,,Electronics,Berlin,L,0.41,299.99,145.68,SKU-58599,MegaManufacture Inc,1,1208
398768,Rice Cakes Basic,Grocery,Mexico City,8,0.12,249.99,128.19,SKU-86375,PrimeMaterials GmbH,1,880
888939,Webcam HD Mini,Electronics,,L,7.53,39.99,15.6,SKU-53622,EcoSource LLC,No,848
884897,MECHANICAL KEYBOARD MAX,Electronics,Guangzhou,XS,6.38,124.99,61.91,SKU-54124,MegaManufacture Inc,FALSE,1603
921874,Vitamin C Serum Premium,Beauty,Warsaw,L,4.67,99.99,25.48,SKU-23214,MegaManufacture Inc,1,786
570735,"Tablet 10"" Premium",Electronics,Chennai,S,0.93,99.99,43.29,SKU-35709,TechParts Asia,1,1272
345369,"Tablet 10"" Pro",Electronics,Ho Chi Minh City,M,0.46,49.99,24.12,SKU-34763,TechParts Asia,1,764
659951,Wireless Headphones Lite,Electronics,Los Angeles,XL,5.14,49.99,19.89,SKU-14531,QualityGoods Corp,1,1622
350786,Vitamin C Serum Standard,Beauty,Ho Chi Minh City,XXL,2.91,124.99,29.25,SKU-52913,ValueChain Partners,Yes,282
424500,Rice Cakes Standard,Grocery,Mexico City,XL,0.8,89.99,57.68,SKU-90259,MegaManufacture Inc,1,1651
947903,Jump Starter Ultra,Automotive,Chicago,,4.07,9.99,4.56,SKU-18823,MegaManufacture Inc,1,1460
922471,Running Shorts Premium,Apparel,Guangzhou,XS,3.14,299.99,92.71,SKU-56008,TechParts Asia,0,1705
591798,Wireless Headphones Standard,Electronics,Chicago,M,5.11,499.99,221.46,SKU-48554,PrimeMaterials GmbH,1,251
975679,Jump Rope Max,Sports,Bangalore,8,4.53,124.99,45.53,SKU-22617,QualityGoods Corp,1,1005
303440,Wool Blazer Lite,Apparel,Chennai,L,0.64,199.99,66.99,SKU-86262,TechParts Asia,1,1395
485709,Foam Roller Standard,Sports,Chennai,XS,4.23,99.99,39.22,SKU-64194,QualityGoods Corp,Yes,1324
811256,Beanie Hat Mini,Apparel,Berlin,One Size,0.53,299.99,92.67,SKU-37285,TechParts Asia,0,1357
698128,Smart Watch Basic,Electronics,Istanbul,N/A,5.19,19.99,8.33,SKU-96435,FastShip Ltd,1,1347
561999,Puffer Jacket Plus,Apparel,Los Angeles,XS,1.25,39.99,11.45,SKU-56450,MegaManufacture Inc,Yes,707
584106,Puffer Jacket Mini,Apparel,Ho Chi Minh City,L,1.73,14.99,3.89,SKU-24383,MegaManufacture Inc,1,919
906814,Cotton Bath Towel Standard,Home & Garden,Chicago,S,3.17,14.99,5.22,SKU-23041,,1,854
395459,Blush Palette Basic,Beauty,,XL,0.75,34.99,8.34,SKU-13396,Global Supply Co.,1,35
915922,Beanie Hat Premium,Apparel,Tokyo,,2.24,24.99,7.11,SKU-88204,ValueChain Partners,Yes,1482
500422,Water Guns Premium,Toys & Games,Istanbul,XL,1.1,249.99,97.73,SKU-63834,QualityGoods Corp,1,1253
627335,USB-C Hub Ultra,Electronics,Chennai,L,1.16,199.99,95.5,SKU-75258,Global Supply Co.,1,1668
653081,Fiction Novel Standard,Books,Mexico City,M,0.32,74.99,29.61,SKU-50451,EcoSource LLC,1,1306
538997,Graphic Tee Ultra,Apparel,Los Angeles,N/A,1.84,149.99,40.88,SKU-54908,QualityGoods Corp,1,1188
269930,USB-C Hub Premium,Electronics,Bangalore,XL,4.61,59.99,30.83,SKU-24058,PrimeMaterials GmbH,1,1562
956572,Stainless Steel Pan Standard,Home & Garden,Ho Chi Minh City,S,4.57,199.99,61.07,SKU-98149,ValueChain Partners,1,1630
309398,Indoor Plant Pot Standard,Home & Garden,Los Angeles,One Size,4.35,39.99,12.47,SKU-40198,ValueChain Partners,1,1355
940181,Foam Roller Premium,Sports,Guangzhou,XL,4.49,39.99,14.89,SKU-66215,FastShip Ltd,1,1198
734035,Building Blocks Plus,Toys & Games,Berlin,M,0.41,49.99,19.88,SKU-40065,Global Supply Co.,1,959
245121,Remote Control Car Lite,Toys & Games,Seoul,One Size,4.22,499.99,163.39,SKU-62678,QualityGoods Corp,0,901
362147,Water Guns Premium,Toys & Games,Istanbul,One Size,3.92,399.99,139.64,SKU-56593,PrimeMaterials GmbH,1,1099
154714,SSD 1TB Standard,Electronics,Los Angeles,S,2.58,299.99,145.57,SKU-89351,Global Supply Co.,1,1463
772324,Beanie Hat Lite,Apparel,Ho Chi Minh City,One Size,1.63,399.99,135.45,SKU-11286,ValueChain Partners,1,1151
603935,,Grocery,Detroit,XL,0.72,499.99,309.45,SKU-53932,TechParts Asia,0,511
489244,Card Game Standard,Toys & Games,Shenzhen,M,2.07,49.99,16.89,SKU-13989,ValueChain Partners,1,757
681478,Microfiber Cloth Set Premium,Automotive,Chennai,N/A,0.71,124.99,71.6,SKU-43005,ValueChain Partners,1,1421
207573,Setting Spray Lite,Beauty,Berlin,One Size,2.18,89.99,19.3,SKU-18504,FastShip Ltd,No,277
845957,SSD 1TB Pro,Electronics,Los Angeles,M,7.81,499.99,247.42,SKU-74387,QualityGoods Corp,1,1718
986982,Protein Shaker Premium,Sports,Shanghai,M,2.78,39.99,14.93,SKU-41110,PrimeMaterials GmbH,1,330
640970,Leather Belt Basic,Apparel,Shenzhen,M,1.84,29.99,9.85,SKU-75093,,0,359
992512,Cotton Bath Towel Max,Home & Garden,Detroit,L,3.98,29.99,9.43,SKU-28659,ValueChain Partners,1,1587
230734,Cast Iron Skillet Basic,Home & Garden,Detroit,,3.2,49.99,16.69,SKU-28437,FastShip Ltd,1,870
398910,Running Shorts Mini,Apparel,Ho Chi Minh City,XL,3.48,74.99,19.5,SKU-41097,FastShip Ltd,Yes,1463
187949,Setting Spray Plus,Beauty,Guangzhou,XXL,1.23,29.99,6.82,SKU-44185,FastShip Ltd,1,101
900185,Smart Watch Mini,Electronics,Istanbul,L,3.61,199.99,92.77,SKU-27604,EcoSource LLC,1,376
268099,Smart Watch Lite,Electronics,Detroit,L,0.38,249.99,121.32,SKU-65025,Global Supply Co.,1,1279
386042,Cast Iron Skillet Plus,Home & Garden,Mexico City,XL,1.07,74.99,29.48,SKU-73814,ValueChain Partners,TRUE,588
571145,Gaming Mouse Pro,Electronics,Bangalore,L,4.95,49.99,19.93,SKU-75841,FastShip Ltd,1,773
638289,Gaming Mouse Standard,Electronics,Mexico City,XL,1.86,499.99,200.73,SKU-71095,EcoSource LLC,Yes,1427
254506,Smart Watch Max,Electronics,Shanghai,One Size,7.38,24.99,12.73,SKU-15182,TechParts Asia,1,821
971415,Garden Hose Standard,Home & Garden,Istanbul,L,2.69,149.99,56.69,SKU-36046,megamanufacture inc,Yes,1
558723,Foam Roller Lite,Sports,Chennai,L,2.81,49.99,20.23,SKU-98923,QualityGoods Corp,No,1738
196168,Air Purifier Elite,Home & Garden,Istanbul,XL,1.03,149.99,52.13,SKU-32608,Global Supply Co.,1,1863
332823,Car Vacuum Ultra,Automotive,Warsaw,XS,10.79,99.99,44.86,SKU-38374,TechParts Asia,Yes,1693
956375,GPS Navigator Lite,Automotive,Istanbul,XXL,11.27,9.99,4.81,SKU-93008,TechParts Asia,1,1882
573041,History Atlas Max,Books,Seoul,,1.5,499.99,192.35,SKU-81433,TechParts Asia,TRUE,127
466566,Beanie Hat Pro,Apparel,Warsaw,M,0.86,399.99,125.34,SKU-24684,PrimeMaterials GmbH,Yes,1973
127965,,Home & Garden,Tokyo,S,4.96,99.99,36.03,SKU-28340,EcoSource LLC,1,1155
535050,Eye Cream Plus,Beauty,Guangzhou,XL,1.58,74.99,16.27,SKU-77627,MegaManufacture Inc,1,1478
155843,,Beauty,Istanbul,L,3.43,9.99,2.76,SKU-20509,,1,942
515712,Throw Blanket Premium,Home & Garden,Shanghai,,1.23,149.99,59.39,SKU-67848,EcoSource LLC,1,1367
626392,Wireless Headphones Max,Electronics,Bangalore,XL,7.01,59.99,29.26,SKU-18274,ValueChain Partners,1,351
492127,Jump Starter Plus,Automotive,Bangalore,One Size,11.45,199.99,90.35,SKU-78986,FastShip Ltd,1,1426
347231,Leather Belt Mini,Apparel,Detroit,XXL,4.81,149.99,40.57,SKU-91538,FastShip Ltd,1,41
504924,Nail Polish Set Premium,Beauty,Detroit,XXL,2.22,59.99,16.01,SKU-95700,EcoSource LLC,1,1378
185569,Gaming Mouse Elite,Electronics,Bangalore,,2.14,89.99,39.78,SKU-84737,TechParts Asia,1,1705
493124,Stainless Steel Pan Lite,Home & Garden,Tokyo,XL,4.73,29.99,11.37,SKU-40154,ValueChain Partners,0,1842
335445,Graphic Tee Standard,Apparel,Istanbul,L,4.95,99.99,26.18,SKU-56308,FastShip Ltd,1,258
129556,GPS Navigator Pro,Automotive,,N/A,10.91,249.99,133.11,SKU-50266,TechParts Asia,1,1233
434165,Gym Gloves Pro,Sports,Mexico City,S,4.19,19.99,7.81,SKU-98440,PrimeMaterials GmbH,1,36
203896,Stainless Steel Pan Elite,Home & Garden,Warsaw,L,1.97,29.99,9.02,SKU-68080,MegaManufacture Inc,1,21
979940,Indoor Plant Pot Mini,Home & Garden,Berlin,S,3.01,499.99,177.37,SKU-99389,Global Supply Co.,1,1184
849421,Resistance Bands Lite,Sports,Bangalore,N/A,1.94,29.99,12.71,SKU-51963,EcoSource LLC,1,1765
781533,,Sports,Shanghai,M,2.07,399.99,161.35,SKU-28222,PrimeMaterials GmbH,1,358
451577,Jump Rope Premium,Sports,Guangzhou,S,0.88,24.99,8.87,SKU-25729,MegaManufacture Inc,1,1377
929822,Dash Cam Pro,Automotive,Seoul,L,10.67,199.99,109.47,SKU-19254,TechParts Asia,1,1456
253143,Jump Rope Standard,Sports,Ho Chi Minh City,S,2.78,29.99,11.34,SKU-31132,ValueChain Partners,1,1878
244283,Wool Blazer Premium,Apparel,Berlin,XL,1.03,49.99,16.89,SKU-67833,QualityGoods Corp,0,1461
140163,SSD 1TB Basic,Electronics,Ho Chi Minh City,M,2.14,249.99,126.23,SKU-51572,ValueChain Partners,0,829
400814,Remote Control Car Max,Toys & Games,Chicago,One Size,4.87,9.99,3.18,SKU-86197,TechParts Asia,FALSE,1570
970068,HAIR MASK LITE,Beauty,Istanbul,8,3.6,29.99,7.44,SKU-65458,MegaManufacture Inc,1,1308
595404,Jump Rope Mini,Sports,Shenzhen,XL,2.46,399.99,142.59,SKU-42003,QualityGoods Corp,1,1857
829884,Resistance Bands Premium,Sports,Seoul,XXL,4.59,249.99,105.33,SKU-75279,MegaManufacture Inc,Yes,1916
971482,Vitamin C Serum Standard,Beauty,chennai,L,2.92,74.99,20.73,SKU-38502,ValueChain Partners,1,305
245534,Graphic Tee Standard,Apparel,Los Angeles,L,0.76,24.99,7.83,SKU-19218,MegaManufacture Inc,1,13
895702,Cast Iron Skillet Standard,Home & Garden,Shanghai,M,2.78,399.99,129.94,SKU-21492,ValueChain Partners,TRUE,47
839808,Foam Roller Pro,Sports,Seoul,XL,0.99,299.99,104.74,SKU-50083,PrimeMaterials GmbH,Yes,1323
591897,Puffer Jacket Max,Apparel,Detroit,,3.86,124.99,32.65,SKU-89472,MegaManufacture Inc,No,1265
570392,,Beauty,Los Angeles,XXL,4.84,49.99,12.91,SKU-36980,PrimeMaterials GmbH,No,1607
745239,History Atlas Elite,Books,Ho Chi Minh City,L,1.87,49.99,22.72,SKU-41274,QualityGoods Corp,1,1920
105506,Green Tea Pack Elite,Grocery,HO CHI MINH CITY,M,1.54,99.99,63.51,SKU-23782,FastShip Ltd,TRUE,1435
183074,Webcam HD Lite,Electronics,Chennai,S,6.82,399.99,192.45,SKU-12116,QualityGoods Corp,1,1794
119927,Action Figure Standard,Toys & Games,Seoul,L,1.5,34.99,11.62,SKU-80128,TechParts Asia,1,1527
368355,,Beauty,Los Angeles,L,3.99,39.99,10.26,SKU-76043,TechParts Asia,TRUE,1909
326130,Car Air Freshener Mini,Automotive,Ho Chi Minh City,XL,1.42,299.99,141.74,SKU-62789,QualityGoods Corp,1,1734
975522,Wool Blazer Ultra,Apparel,Ho Chi Minh City,S,0.41,29.99,10.08,SKU-31230,ValueChain Partners,1,1121
256782,Matte Lipstick Elite,Beauty,Shenzhen,XXL,4.21,499.99,111.22,SKU-41553,ValueChain Partners,1,815
675462,Jump Starter Standard,Automotive,Istanbul,XL,1.05,49.99,25.98,SKU-17056,QualityGoods Corp,TRUE,1149
862560,Air Purifier Mini,Home & Garden,Warsaw,L,4.9,499.99,187.12,SKU-66621,Global Supply Co.,1,159
738457,"Tablet 10"" Elite",Electronics,Chicago,L,1.81,49.99,23.84,SKU-53821,FastShip Ltd,1,1288
653408,LED Desk Lamp Max,Home & Garden,Shanghai,S,3.12,499.99,162.26,SKU-86213,QualityGoods Corp,1,1270
543814,Stuffed Animal Premium,Toys & Games,Istanbul,One Size,0.48,39.99,13.94,SKU-44002,Global Supply Co.,1,184
216587,SLIM FIT JEANS PRO,Apparel,Shanghai,XL,1.79,19.99,6.29,SKU-98254,primematerials gmbh,1,466
913875,Graphic Tee Standard,Apparel,Shanghai,XL,4.03,34.99,11.85,SKU-13453,primematerials gmbh,1,1325
402096,Graphic Novel Vol.1 Mini,Books,Shanghai,M,2.44,49.99,19.99,SKU-13506,MegaManufacture Inc,1,1593
349183,Foam Roller Max,Sports,Bangalore,XL,4.53,399.99,150.42,SKU-40785,FastShip Ltd,1,1719
415779,Puffer Jacket Ultra,Apparel,Los Angeles,6,2.92,199.99,57.95,SKU-79802,FastShip Ltd,1,782
227767,Running Shorts Lite,Apparel,shanghai,L,4.65,299.99,91.11,SKU-22520,PrimeMaterials GmbH,1,630
150068,Stainless Steel Pan Mini,Home & Garden,Los Angeles,L,4.91,24.99,10.0,SKU-76772,QualityGoods Corp,1,734
350021,Protein Bar Elite,Grocery,Shanghai,N/A,0.98,39.99,24.92,SKU-12452,ValueChain Partners,1,1468
540218,Cycling Helmet Ultra,Sports,Mexico City,L,2.87,299.99,107.57,SKU-41910,QualityGoods Corp,Yes,1679
769989,"Tablet 10"" Plus",Electronics,Seoul,,6.93,34.99,17.37,SKU-64720,MegaManufacture Inc,1,1906
932463,Hair Mask Max,Beauty,Warsaw,XS,1.19,124.99,28.26,SKU-49038,TechParts Asia,0,1262
753064,Board Game Classic Lite,Toys & Games,Istanbul,L,4.32,39.99,12.06,SKU-81714,EcoSource LLC,1,557
579318,Yoga Pants Basic,Apparel,Mexico City,M,3.0,59.99,15.84,SKU-58788,TechParts Asia,1,1252
165858,Gaming Mouse Mini,Electronics,Chennai,XXL,2.42,499.99,244.31,SKU-22147,EcoSource LLC,1,326
216242,,Sports,Warsaw,N/A,0.49,124.99,56.02,SKU-98802,MegaManufacture Inc,1,1314
977330,Motor Oil 5W-30 Standard,Automotive,Shenzhen,M,6.75,199.99,93.04,SKU-14906,EcoSource LLC,1,65
624108,Running Shorts Ultra,Apparel,Shenzhen,XL,1.62,299.99,89.95,SKU-15836,Global Supply Co.,1,312
725726,Oxford Shirt Plus,Apparel,Tokyo,6,4.05,29.99,9.26,SKU-26906,,0,1903
662093,Cuff Links Set Pro,Jewelry,Chennai,XL,2.59,499.99,97.56,SKU-18876,EcoSource LLC,1,289
117233,Remote Control Car Standard,Toys & Games,Los Angeles,XXL,1.45,34.99,10.65,SKU-75640,EcoSource LLC,1,226
762652,"Tablet 10"" Mini",Electronics,Warsaw,6,2.42,99.99,39.01,SKU-30062,TechParts Asia,FALSE,1822
640410,Webcam HD Mini,Electronics,Chicago,XL,1.65,199.99,88.39,SKU-49918,Global Supply Co.,1,1547
702980,Resistance Bands Max,Sports,Los Angeles,S,4.93,199.99,87.14,SKU-19935,PrimeMaterials GmbH,1,960
353690,LED Desk Lamp Basic,Home & Garden,Berlin,XS,1.89,19.99,6.12,SKU-43138,EcoSource LLC,1,174
853448,Yoga Mat Standard,Sports,Bangalore,,3.28,24.99,9.11,SKU-13111,QualityGoods Corp,0,1244
250551,Foam Roller Mini,Sports,Mexico City,XS,3.1,29.99,11.17,SKU-81299,FastShip Ltd,1,1088
405420,Mechanical Keyboard Basic,Electronics,Chennai,N/A,7.69,34.99,16.02,SKU-21435,FastShip Ltd,1,1664
550089,Floral Sundress Mini,Apparel,Guangzhou,S,0.29,34.99,9.06,SKU-68686,Global Supply Co.,1,846
101640,Foam Roller Pro,Sports,Mexico City,M,1.53,299.99,132.96,SKU-15969,MegaManufacture Inc,1,761
744674,4K Smart TV Premium,Electronics,Los Angeles,L,0.34,49.99,22.3,SKU-27657,Global Supply Co.,1,1730
469954,SSD 1TB Max,Electronics,Seoul,XXL,7.03,499.99,224.0,SKU-77868,ValueChain Partners,1,269
352249,Microfiber Cloth Set Max,Automotive,Warsaw,M,2.09,124.99,59.24,SKU-44313,PrimeMaterials GmbH,1,181
698384,,Home & Garden,Shanghai,L,1.15,199.99,63.95,SKU-65398,QualityGoods Corp,1,905
536802,Play-Doh Set Basic,Toys & Games,Bangalore,M,4.99,299.99,100.7,SKU-18215,QualityGoods Corp,1,834
296412,Wireless Headphones Max,Electronics,Guangzhou,N/A,5.34,299.99,151.74,SKU-65654,FastShip Ltd,1,339
796643,4K Smart TV Pro,Electronics,Warsaw,S,0.92,14.99,5.92,SKU-93153,ValueChain Partners,1,895
800674,Gaming Mouse Standard,Electronics,Istanbul,XL,2.17,19.99,7.81,SKU-82109,QualityGoods Corp,0,1329
189772,Card Game Pro,Toys & Games,Istanbul,L,4.54,59.99,18.57,SKU-71680,PrimeMaterials GmbH,1,886
648913,Wool Blazer Ultra,Apparel,mexico city,S,2.77,34.99,11.37,SKU-79855,QualityGoods Corp,1,1919
478120,Microfiber Cloth Set Pro,Automotive,Istanbul,6,8.0,9.99,4.32,SKU-68407,QualityGoods Corp,1,1635
170966,,Home & Garden,Istanbul,L,0.56,499.99,166.24,SKU-94086,MegaManufacture Inc,No,858
651613,Setting Spray Mini,Beauty,Los Angeles,S,3.2,24.99,6.11,SKU-92881,MegaManufacture Inc,1,752
670511,Eyebrow Pencil Mini,Beauty,Seoul,XS,4.41,124.99,31.31,SKU-35108,ValueChain Partners,1,1139
631971,Dark Chocolate Bar Standard,Grocery,Tokyo,M,1.93,49.99,25.52,SKU-34080,TechParts Asia,1,1699
924613,4K Smart TV Basic,Electronics,Mexico City,L,7.69,29.99,13.44,SKU-18418,,1,1774
