"product_id","product_name","product_category","manufacturing_city","size","weight_kg","retail_price","cost_price","sku","supplier","active","quantity"
"768169","Puffer Jacket Plus","Apparel","Chennai","N/A","0.92","24.99","7.61","SKU-68024","MegaManufacture Inc",1,1360
"921874","Vitamin C Serum Premium","Beauty","Warsaw","L","4.67","99.99","25.48","SKU-23214","MegaManufacture Inc",1,786
"992247","Dark Chocolate Bar Max","Grocery","Berlin","Unknown","0.84","34.99","20.99","SKU-24147","QualityGoods Corp","",1100
"409478","Indoor Plant Pot Pro","Home & Garden","Chennai","L","1.31","249.99","91.26","SKU-71981","MegaManufacture Inc",1,1315
"683390","SSD 1TB Pro","Electronics","Unknown","XS","0.88","39.99","19.23","SKU-20733","EcoSource LLC",1,1337
"641737","Smart Watch Ultra","Electronics","Los Angeles","XL","0.43","499.99","244.12","SKU-61659","TechParts Asia",1,1159
"743512","Eye Cream Premium","Beauty","Tokyo","L","3.21","89.99","25.15","SKU-15485","TechParts Asia",1,581
"834891","Gym Gloves Mini","Sports","Shanghai","XL","0.64","19.99","8.36","SKU-11019","TechParts Asia","",168
"991638","Gaming Mouse Premium","Electronics","Los Angeles","8","7.51","59.99","27.0","SKU-72498","FastShip Ltd","",448
"178645","Garden Hose Pro","Home & Garden","Istanbul","N/A","0.21","14.99","5.88","SKU-20947","Global Supply Co.",1,1422
"316800","Indoor Plant Pot Elite","Home & Garden","Unknown","L","0.18","39.99","13.6","SKU-86469","QualityGoods Corp","",1215
"331768","4K Smart TV Elite","Electronics","Istanbul","M","2.05","34.99","16.76","SKU-38916","ValueChain Partners",1,634
"285751","Rice Cakes Premium","Grocery","Chicago","L","1.05","59.99","33.17","SKU-32390","QualityGoods Corp",1,160
"799143","Bluetooth Speaker Pro","Electronics","Istanbul","N/A","7.65","14.99","6.01","SKU-78701","QualityGoods Corp",1,322
"677596","Cast Iron Skillet Mini","Home & Garden","Ho Chi Minh City","L","3.89","34.99","12.7","SKU-86242","Global Supply Co.",1,69
"281301","Beanie Hat Ultra","Apparel","Chicago","M","3.77","399.99","125.02","SKU-98516","Global Supply Co.",1,1929
"973844","Olive Oil Extra Virgin Standard","Grocery","Istanbul","XXL","1.7","34.99","20.96","SKU-41242","MegaManufacture Inc","",831
"386090","4K Smart TV Premium","Electronics","Istanbul","L","2.66","34.99","14.81","SKU-89680","EcoSource LLC",1,396
"614796","Wireless Headphones Elite","Electronics","Warsaw","M","0.8","59.99","29.93","SKU-48713","Global Supply Co.",1,819
"645561","Puffer Jacket Mini","Apparel","Warsaw","XXL","2.58","19.99","6.63","SKU-75995","ValueChain Partners",1,1631
"437408","Beanie Hat Premium","Apparel","Berlin","XL","3.45","499.99","140.64","SKU-69092","FastShip Ltd",1,201
"907528","Vitamin C Serum Premium","Beauty","Guangzhou","N/A","4.7","74.99","21.0","SKU-65614","TechParts Asia",1,942
"367865","Play-Doh Set Elite","Toys & Games","Warsaw","M","3.94","124.99","48.93","SKU-61935","EcoSource LLC",1,1865
"468591","4K Smart TV Plus","Electronics","Chennai","XS","3.68","24.99","10.16","SKU-60469","PrimeMaterials GmbH",1,1327
"496737","Mechanical Keyboard Pro","Electronics","Berlin","M","4.69","19.99","9.04","SKU-52702","Global Supply Co.","",1550
"219346","Tablet 10"" Mini","Electronics","Tokyo","S","7.64","59.99","24.03","SKU-67572","MegaManufacture Inc",1,1477
"719176","Ankle Chain Max","Jewelry","Chicago","M","0.7","24.99","5.63","SKU-14346","Global Supply Co.",1,1078
"704272","RUNNING SHORTS MINI","Apparel","Guangzhou","N/A","3.38","499.99","133.57","SKU-46214","ValueChain Partners",1,128
"232352","Eye Cream Standard","Beauty","Seoul","Unknown","3.82","29.99","6.99","SKU-32224","FastShip Ltd",1,267
"938900","Indoor Plant Pot Max","Home & Garden","Bangalore","XS","1.9","39.99","15.88","SKU-71622","QUALITYGOODS CORP",1,162
"615318","Puffer Jacket Standard","Apparel","Ho Chi Minh City","L","2.64","299.99","97.98","SKU-77669","ValueChain Partners","",362
"401022","Unknown","Home & Garden","Chennai","S","2.1","89.99","29.67","SKU-96653","TechParts Asia",1,558
"219876","NAIL POLISH SET ELITE","Beauty","Ho Chi Minh City","L","3.52","249.99","64.18","SKU-88722","MegaManufacture Inc",1,1772
"498468","Almond Butter Basic","Grocery","Chicago","XL","1.76","34.99","18.03","SKU-34799","PrimeMaterials GmbH",1,1499
"475190","LED Desk Lamp Plus","Home & Garden","Shenzhen","N/A","2.73","249.99","100.44","SKU-44699","QualityGoods Corp",1,953
"629959","Floral Sundress Ultra","Apparel","Chicago","XS","0.76","124.99","35.28","SKU-96375","ValueChain Partners",1,1426
"616342","Spice Rack Standard","Home & Garden","Detroit","M","1.18","9.99","3.75","SKU-91603","PrimeMaterials GmbH",1,1552
"188025","Stuffed Animal Pro","Toys & Games","Tokyo","One Size","2.33","149.99","56.62","SKU-94702","ValueChain Partners",1,1480
"984532","smart watch plus","Electronics","Chennai","N/A","3.44","49.99","24.46","SKU-28709","QualityGoods Corp",1,775
"772612","Nail Polish Set Elite","Beauty","Ho Chi Minh City","One Size","4.55","24.99","5.95","SKU-25887","QualityGoods Corp","",1177
"695164","Blush Palette Lite","Beauty","Istanbul","6","4.75","399.99","100.81","SKU-21258","ValueChain Partners",1,587
"958179","Almond Butter Premium","Grocery","Unknown","8","0.88","14.99","8.97","SKU-69247","PrimeMaterials GmbH",1,117
"837715","Cycling Helmet Pro","Sports","Guangzhou","N/A","2.15","29.99","13.31","SKU-91289","PrimeMaterials GmbH",1,369
"540869","Cotton Bath Towel Plus","Home & Garden","Bangalore","S","3.27","24.99","9.71","SKU-77174","MegaManufacture Inc",1,1208
"753404","Slim Fit Jeans Pro","Apparel","Warsaw","L","1.51","29.99","8.47","SKU-73936","Global Supply Co.",1,1176
"466566","Beanie Hat Pro","Apparel","Warsaw","M","0.86","399.99","125.34","SKU-24684","PrimeMaterials GmbH",1,1973
"455627","Nail Polish Set Pro","Beauty","Mexico City","Unknown","1.78","29.99","6.63","SKU-40666","PrimeMaterials GmbH",1,1258
"830550","Facial Cleanser Lite","Beauty","Shenzhen","XXL","2.02","34.99","9.04","SKU-64580","ValueChain Partners",1,493
"936039","Hair Mask Pro","Beauty","Mexico City","XL","0.62","199.99","43.0","SKU-81928","MegaManufacture Inc",1,245
"356622","SSD 1TB Standard","Electronics","Seoul","S","2.13","9.99","4.54","SKU-19879","EcoSource LLC","",888
"717024","Beanie Hat Lite","Apparel","Detroit","XS","3.2","34.99","9.76","SKU-57312","ValueChain Partners",1,402
"431064","SSD 1TB Lite","Electronics","Shenzhen","L","7.65","49.99","21.79","SKU-91906","EcoSource LLC",1,1780
"700870","Slim Fit Jeans Max","Apparel","Shanghai","L","3.71","49.99","13.89","SKU-95318","FastShip Ltd",1,1472
"273012","Cast Iron Skillet Premium","Home & Garden","Detroit","N/A","0.31","14.99","5.64","SKU-20668","PrimeMaterials GmbH",1,604
"860557","Cast Iron Skillet Pro","Home & Garden","Mexico City","M","0.4","99.99","32.93","SKU-50123","TechParts Asia",1,1598
"112394","Tablet 10"" Ultra","Electronics","Chennai","L","7.06","39.99","18.06","SKU-88654","PrimeMaterials GmbH",1,653
"424553","Dumbbell Set Pro","Sports","Istanbul","XL","1.24","29.99","12.47","SKU-92516","MegaManufacture Inc",1,278
"686252","Dumbbell Set Mini","Sports","Los Angeles","L","2.48","99.99","40.37","SKU-20561","MegaManufacture Inc",1,520
"670892","Remote Control Car Basic","Toys & Games","Guangzhou","N/A","4.11","99.99","39.72","SKU-62607","MegaManufacture Inc",1,665
"705822","Tablet 10"" Plus","Electronics","Shenzhen","10","1.12","14.99","7.08","SKU-76845","QualityGoods Corp",1,987
"934904","Wireless Headphones Elite","Electronics","Detroit","S","1.24","399.99","167.5","SKU-74868","QualityGoods Corp",1,169
"272634","Blush Palette Standard","Beauty","Berlin","M","0.99","14.99","4.17","SKU-55080","Global Supply Co.",1,1839
"359409","Almond Butter Standard","Grocery","Shanghai","L","0.67","49.99","30.97","SKU-94594","QualityGoods Corp",1,999
"357420","Floral Sundress Premium","Apparel","Berlin","Unknown","3.62","499.99","134.3","SKU-46588","ValueChain Partners","",909
"245308","Slim Fit Jeans Lite","Apparel","Chicago","XXL","4.45","499.99","134.1","SKU-56278","Global Supply Co.",1,1210
"571923","Steering Wheel Cover Plus","Automotive","Los Angeles","XL","3.32","49.99","24.7","SKU-69793","FastShip Ltd","",810
"153849","Cast Iron Skillet Plus","Home & Garden","Unknown","M","4.32","24.99","9.08","SKU-81609","MegaManufacture Inc",1,1120
"622998","Stuffed Animal Basic","Toys & Games","Detroit","M","3.49","59.99","19.61","SKU-68920","Global Supply Co.",1,1032
"221707","Vitamin C Serum Elite","Beauty","Tokyo","XL","0.59","74.99","18.46","SKU-83061","PrimeMaterials GmbH","",926
"461551","Mechanical Keyboard Max","Electronics","Tokyo","L","6.07","14.99","7.24","SKU-74956","PrimeMaterials GmbH",1,398
"920934","Steering Wheel Cover Elite","Automotive","Berlin","L","8.77","89.99","40.33","SKU-84488","FastShip Ltd","",1879
"459946","Gaming Mouse Premium","Electronics","Chicago","XL","4.37","29.99","12.21","SKU-74558","FastShip Ltd",1,418
"364525","Honey Raw Max","Grocery","Tokyo","XXL","1.08","99.99","53.46","SKU-16355","ValueChain Partners",1,1207
"489043","SSD 1TB Plus","Electronics","Los Angeles","XL","4.59","29.99","13.21","SKU-56394","Global Supply Co.",1,904
"896907","Matte Lipstick Basic","Beauty","Tokyo","S","3.47","249.99","69.41","SKU-57838","TechParts Asia",1,1669
"578715","Floral Sundress Premium","Apparel","Chicago","S","3.84","89.99","30.55","SKU-36712","Unknown","",1890
"128127","Granola Mix Premium","Grocery","Bangalore","XS","0.6","249.99","132.46","SKU-74727","PrimeMaterials GmbH",1,1888
"331241","Vitamin C Serum Plus","Beauty","Los Angeles","7","3.29","89.99","24.41","SKU-70623","TechParts Asia","",562
"771697","Water Guns Standard","Toys & Games","Warsaw","XL","3.76","29.99","9.22","SKU-43849","MegaManufacture Inc",1,1657
"578634","Stainless Steel Pan Elite","Home & Garden","Mexico City","10","1.66","299.99","115.46","SKU-74039","ValueChain Partners",1,728
"500773","Garden Hose Standard","Home & Garden","Shanghai","L","4.65","199.99","72.33","SKU-92910","FastShip Ltd",1,1326
"678116","USB-C Hub Pro","Electronics","Mexico City","S","3.54","34.99","14.19","SKU-10183","ValueChain Partners","",671
"658198","4K Smart TV Elite","Electronics","Ho Chi Minh City","One Size","7.67","124.99","58.94","SKU-56940","ECOSOURCE LLC","",480
"961613","Puzzle 1000pc Basic","Toys & Games","Guangzhou","S","3.4","34.99","11.16","SKU-52383","EcoSource LLC","",1533
"976638","Setting Spray Max","Beauty","Mexico City","L","2.19","49.99","10.79","SKU-42979","PrimeMaterials GmbH",1,1384
"610626","Fitness Tracker Plus","Sports","Mexico City","S","1.74","19.99","8.39","SKU-28141","PrimeMaterials GmbH",1,1050
"913608","Cast Iron Skillet Lite","Home & Garden","Detroit","XXL","2.82","149.99","52.98","SKU-29490","ValueChain Partners","",457
"644500","Building Blocks Plus","Toys & Games","Bangalore","8","1.79","39.99","12.01","SKU-21013","ValueChain Partners",1,1795
"699704","Nail Polish Set Premium","Beauty","Ho Chi Minh City","XS","0.35","29.99","8.31","SKU-32031","PrimeMaterials GmbH","",1074
"103717","Wireless Headphones Ultra","Electronics","Shenzhen","One Size","2.29","29.99","11.54","SKU-92094","Global Supply Co.",1,819
"780364","Setting Spray Max","Beauty","Ho Chi Minh City","L","3.01","249.99","53.83","SKU-99413","FastShip Ltd","",1886
"458605","Green Tea Pack Ultra","Grocery","Los Angeles","L","0.4","124.99","82.72","SKU-35291","EcoSource LLC","",250
"861949","Webcam HD Mini","Electronics","Chicago","L","2.33","29.99","15.1","SKU-25195","ValueChain Partners",1,447
"835499","Air Purifier Mini","Home & Garden","Shenzhen","L","3.25","29.99","10.07","SKU-16060","QualityGoods Corp","",1979
"126499","Cast Iron Skillet Max","Home & Garden","Los Angeles","L","0.59","19.99","6.29","SKU-61906","Global Supply Co.",1,1667
"704201","Fitness Tracker Ultra","Sports","Guangzhou","XL","3.54","124.99","52.32","SKU-27890","QualityGoods Corp",1,1999
"361303","Tablet 10"" Standard","Electronics","Mexico City","XL","1.29","39.99","17.63","SKU-54684","EcoSource LLC",1,921
"185569","Gaming Mouse Elite","Electronics","Bangalore","Unknown","2.14","89.99","39.78","SKU-84737","TechParts Asia",1,1705
"214027","Card Game Premium","Toys & Games","Bangalore","L","2.86","49.99","18.92","SKU-56621","FastShip Ltd",1,1385
"613989","Spice Rack Plus","Home & Garden","Guangzhou","M","3.0","14.99","5.79","SKU-14253","Global Supply Co.","",1794
"662986","Mechanical Keyboard Pro","Electronics","Berlin","S","3.41","149.99","57.67","SKU-42342","ValueChain Partners",1,1009
"776604","SSD 1TB Pro","Electronics","Shanghai","S","1.93","74.99","34.4","SKU-23949","PrimeMaterials GmbH",1,872
"461838","Floral Sundress Basic","Apparel","Warsaw","M","0.32","34.99","11.9","SKU-15030","EcoSource LLC","",423
"278795","Garden Hose Lite","Home & Garden","Shenzhen","M","0.67","199.99","64.52","SKU-65306","QualityGoods Corp",1,4
"537020","Gym Gloves Pro","Sports","Shanghai","XL","1.19","149.99","56.76","SKU-75814","FastShip Ltd",1,1571
"955937","USB-C Hub Elite","Electronics","Mexico City","XL","2.82","499.99","195.63","SKU-53711","QualityGoods Corp",1,1867
"823108","USB-C Hub Plus","Electronics","Istanbul","L","1.38","89.99","34.72","SKU-78232","FastShip Ltd","",1227
"799396","USB-C Hub Elite","Electronics","Bangalore","N/A","3.9","399.99","176.25","SKU-53861","EcoSource LLC",1,1716
"144618","Unknown","Toys & Games","Shenzhen","S","3.74","74.99","28.56","SKU-47685","Global Supply Co.",1,1808
"717466","Graphic Tee Max","Apparel","Chicago","N/A","3.85","399.99","112.16","SKU-49381","ValueChain Partners",1,356
"610310","Webcam HD Pro","Electronics","Bangalore","XXL","1.47","99.99","42.16","SKU-81482","QualityGoods Corp","",974
"123853","BLUETOOTH SPEAKER LITE","Electronics","Bangalore","XL","4.69","34.99","17.27","SKU-57462","ValueChain Partners",1,1639
"708158","Oxford Shirt Plus","Apparel","Los Angeles","One Size","2.19","99.99","30.03","SKU-13507","QualityGoods Corp","",936
"759104","Wireless Headphones Mini","Electronics","Istanbul","One Size","4.63","499.99","211.76","SKU-14582","PrimeMaterials GmbH","",1183
"497700","Granola Mix Basic","Grocery","Istanbul","S","0.56","124.99","73.19","SKU-73831","ValueChain Partners",1,421
"674842","Cycling Helmet Premium","Sports","Bangalore","XS","4.25","29.99","11.75","SKU-56153","FastShip Ltd","",1490
"633541","Throw Blanket Plus","Home & Garden","Istanbul","L","2.09","99.99","31.37","SKU-67232","MegaManufacture Inc",1,1884
"990136","Mechanical Keyboard Max","Electronics","Berlin","Unknown","5.9","74.99","36.61","SKU-93646","Global Supply Co.",1,75
"673167","Running Shorts Standard","Apparel","Detroit","XS","1.24","19.99","5.71","SKU-22388","TechParts Asia",1,99
"465962","DASH CAM MAX","Automotive","Warsaw","XL","6.97","9.99","5.59","SKU-37927","QualityGoods Corp","",52
"748410","Car Air Freshener Lite","Automotive","Seoul","L","1.95","29.99","16.21","SKU-48564","PrimeMaterials GmbH",1,334
"168872","Throw Blanket Lite","Home & Garden","Bangalore","XL","1.14","14.99","5.87","SKU-62394","TechParts Asia",1,835
"316823","Wireless Headphones Premium","Electronics","Shenzhen","XL","0.67","59.99","24.49","SKU-25331","ValueChain Partners",1,1920
"574843","Cast Iron Skillet Premium","Home & Garden","Chennai","M","2.77","39.99","12.65","SKU-14451","QualityGoods Corp",1,617
"795205","Cookbook Deluxe Pro","Books","Los Angeles","L","0.71","499.99","207.77","SKU-81607","Global Supply Co.",1,1742
"197736","Building Blocks Pro","Toys & Games","Guangzhou","N/A","0.54","199.99","62.95","SKU-24191","Global Supply Co.","",1654
"567773","Green Tea Pack Ultra","Grocery","Berlin","S","2.02","499.99","265.75","SKU-12852","MegaManufacture Inc","",168
"615895","Wool Blazer Mini","Apparel","Warsaw","XS","3.47","89.99","28.98","SKU-50498","ValueChain Partners",1,1026
"469412","Cycling Helmet Standard","Sports","Chennai","XXL","1.93","34.99","13.78","SKU-12727","TechParts Asia",1,504
"399607","Air Purifier Max","Home & Garden","Chennai","L","1.31","49.99","18.69","SKU-17324","PrimeMaterials GmbH",1,919
"744129","Play-Doh Set Plus","Toys & Games","Chicago","L","4.44","89.99","35.4","SKU-52357","TechParts Asia",1,1349
"878579","Puffer Jacket Plus","Apparel","Seoul","L","1.77","89.99","27.71","SKU-19469","ValueChain Partners",1,514
"587274","LED Desk Lamp Plus","Home & Garden","Berlin","L","2.56","399.99","126.54","SKU-82942","TechParts Asia",1,1794
"910326","Granola Mix Basic","Grocery","Unknown","M","0.4","24.99","15.17","SKU-24841","ValueChain Partners",1,1098
"993647","SSD 1TB Max","Electronics","Bangalore","S","5.88","39.99","15.91","SKU-84927","ValueChain Partners","",1950
"715388","Gym Gloves Mini","Sports","Istanbul","XS","0.65","34.99","12.89","SKU-76993","MegaManufacture Inc",1,389
"349736","Resistance Bands Plus","Sports","Seoul","L","4.0","99.99","45.09","SKU-13105","Global Supply Co.",1,1578
"274389","Stainless Steel Pan Mini","Home & Garden","Bangalore","N/A","3.16","39.99","15.84","SKU-45335","Global Supply Co.",1,822
"537211","Yoga Pants Max","Apparel","Mexico City","XL","0.91","49.99","12.94","SKU-33874","FastShip Ltd",1,1532
"794303","Oxford Shirt Lite","Apparel","Berlin","M","1.82","399.99","130.26","SKU-59619","QualityGoods Corp",1,1235
"260626","Dumbbell Set Max","Sports","Shanghai","S","1.47","39.99","18.26","SKU-29579","TechParts Asia","",1120
"506637","Eyebrow Pencil Max","Beauty","Tokyo","M","2.35","24.99","5.67","SKU-79977","MegaManufacture Inc",1,330
"203024","Mechanical Keyboard Pro","Electronics","Chennai","One Size","2.14","49.99","19.43","SKU-87004","FastShip Ltd",1,4
"921834","Tablet 10"" Mini","Electronics","Detroit","M","6.8","249.99","114.87","SKU-15903","EcoSource LLC","",364
"648615","Protein Shaker Ultra","Sports","Bangalore","N/A","4.11","9.99","4.42","SKU-82588","QualityGoods Corp",1,1094
"942700","Beanie Hat Premium","Apparel","Bangalore","S","0.74","49.99","15.99","SKU-46633","Unknown",1,918
"984274","Puzzle 1000pc Basic","Toys & Games","Bangalore","One Size","4.26","29.99","10.26","SKU-12583","Global Supply Co.",1,245
"508024","Jump Rope Premium","Sports","Seoul","One Size","1.79","499.99","229.67","SKU-57932","Global Supply Co.",1,900
"115474","Hydrating Moisturizer Premium","Beauty","Chicago","L","4.87","19.99","4.61","SKU-38175","ValueChain Partners",1,1389
"174878","Smart Watch Basic","Electronics","Bangalore","L","5.68","299.99","152.68","SKU-50909","TechParts Asia","",1245
"938504","Mechanical Keyboard Standard","Electronics","Seoul","Unknown","1.52","249.99","114.26","SKU-29164","ValueChain Partners","",1622
"681456","Protein Bar Premium","Grocery","Bangalore","N/A","1.43","149.99","83.61","SKU-65457","EcoSource LLC","",1011
"552248","Stuffed Animal Lite","Toys & Games","Chicago","S","2.91","399.99","151.06","SKU-54111","TechParts Asia",1,1700
"143010","Garden Hose Premium","Home & Garden","Shanghai","M","0.68","59.99","21.27","SKU-92833","FastShip Ltd",1,533
"939333","Building Blocks Plus","Toys & Games","Shanghai","L","4.01","149.99","55.09","SKU-51478","FastShip Ltd",1,828
"914992","Eyebrow Pencil Lite","Beauty","Detroit","M","1.55","124.99","29.4","SKU-73583","Global Supply Co.",1,1144
"908274","Oxford Shirt Plus","Apparel","Detroit","M","4.13","149.99","39.38","SKU-41439","EcoSource LLC","",1776
"965708","USB-C Hub Premium","Electronics","Chennai","Unknown","4.54","29.99","13.88","SKU-92346","ValueChain Partners",1,10
"549323","4K Smart TV Elite","Electronics","Shenzhen","XXL","0.89","99.99","49.32","SKU-11851","PrimeMaterials GmbH",1,683
"237935","Puzzle 1000pc Basic","Toys & Games","Chicago","S","2.97","74.99","24.05","SKU-62106","PrimeMaterials GmbH","",1271
"984756","Steering Wheel Cover Mini","Automotive","Shenzhen","XL","7.3","299.99","170.48","SKU-45348","FastShip Ltd",1,1699
"195841","4K Smart TV Lite","Electronics","Unknown","M","5.91","124.99","51.02","SKU-98294","QualityGoods Corp",1,684
"237002","Olive Oil Extra Virgin Standard","Grocery","Chennai","L","1.74","249.99","140.79","SKU-47923","QualityGoods Corp",1,1618
"176697","Organic Coffee Beans Elite","Grocery","Seoul","XS","1.51","99.99","58.71","SKU-57880","primematerials gmbh","",1489
"682851","Green Tea Pack Ultra","Grocery","Chennai","Unknown","2.33","59.99","40.58","SKU-43905","EcoSource LLC",1,1040
"371212","Indoor Plant Pot Plus","Home & Garden","Unknown","M","4.5","89.99","29.93","SKU-60053","QualityGoods Corp",1,380
"584125","Wool Blazer Basic","Apparel","Shenzhen","M","4.15","49.99","13.91","SKU-14379","PrimeMaterials GmbH",1,378
"274971","Beanie Hat Basic","Apparel","Ho Chi Minh City","One Size","1.74","29.99","9.75","SKU-38612","EcoSource LLC",1,1356
"806537","Card Game Mini","Toys & Games","Guangzhou","S","0.69","19.99","5.95","SKU-84120","QualityGoods Corp",1,1078
"225200","Protein Bar Basic","Grocery","Unknown","M","2.41","499.99","298.48","SKU-53659","PrimeMaterials GmbH",1,774
"469283","Unknown","Sports","Ho Chi Minh City","L","3.6","14.99","5.54","SKU-29561","PrimeMaterials GmbH",1,521
"936912","Unknown","Sports","Bangalore","L","2.52","99.99","36.66","SKU-16058","ValueChain Partners",1,1800
"479167","LED Desk Lamp Premium","Home & Garden","Warsaw","XL","1.63","74.99","29.33","SKU-21021","FASTSHIP LTD",1,1292
"755420","USB-C Hub Plus","Electronics","Chicago","L","6.08","89.99","43.23","SKU-12483","Global Supply Co.",1,21
"785592","Steering Wheel Cover Max","Automotive","Warsaw","XS","2.41","29.99","16.14","SKU-68503","EcoSource LLC",1,493
"547470","Cotton Bath Towel Standard","Home & Garden","Istanbul","S","3.42","24.99","9.84","SKU-12729","FastShip Ltd",1,300
"485416","Building Blocks Plus","Toys & Games","Shanghai","M","4.03","49.99","14.97","SKU-61885","TechParts Asia",1,1182
"968524","Mechanical Keyboard Standard","Electronics","Warsaw","L","7.87","89.99","38.75","SKU-48625","MegaManufacture Inc",1,1854
"806866","Running Shoes Standard","Sports","Bangalore","M","2.18","74.99","27.4","SKU-31499","TechParts Asia",1,483
"498458","SSD 1TB Pro","Electronics","Bangalore","XL","7.98","14.99","7.65","SKU-46238","EcoSource LLC",1,1231
"802559","Tablet 10"" Basic","Electronics","Bangalore","XXL","4.03","89.99","38.23","SKU-47524","QualityGoods Corp",1,1916
"966582","Motor Oil 5W-30 Basic","Automotive","Chicago","M","5.96","74.99","41.28","SKU-86374","ValueChain Partners",1,165
"400009","Dark Chocolate Bar Basic","Grocery","Los Angeles","Unknown","2.22","29.99","20.32","SKU-83308","FastShip Ltd",1,134
"827659","Almond Butter Mini","Grocery","Chennai","M","1.21","89.99","61.71","SKU-54067","FastShip Ltd",1,1698
"998348","Puzzle 1000pc Plus","Toys & Games","Tokyo","L","3.19","29.99","9.86","SKU-11019","QualityGoods Corp",1,1170
"785491","Yoga Mat Pro","Sports","Seoul","One Size","4.65","49.99","18.09","SKU-72106","QualityGoods Corp",1,1344
"287330","USB-C Hub Pro","Electronics","Chennai","M","7.11","99.99","47.92","SKU-27001","EcoSource LLC",1,431
"586279","Bluetooth Speaker Elite","Electronics","Guangzhou","N/A","5.42","34.99","17.53","SKU-76701","ValueChain Partners",1,1733
"238948","Play-Doh Set Lite","Toys & Games","Seoul","M","2.25","34.99","12.17","SKU-57555","Global Supply Co.",1,936
"372933","Gold Hoop Earrings Mini","Jewelry","Chennai","L","0.67","399.99","70.68","SKU-46582","TechParts Asia",1,137
"956949","Titanium Watch Band Lite","Jewelry","Ho Chi Minh City","L","0.93","24.99","5.14","SKU-52509","QualityGoods Corp",1,100
"362529","LED Desk Lamp Pro","Home & Garden","Chicago","L","0.14","9.99","3.65","SKU-15731","PrimeMaterials GmbH","",1830
"238579","Graphic Tee Max","Apparel","Seoul","L","2.07","89.99","30.78","SKU-32899","FastShip Ltd",1,241
"202444","SSD 1TB Ultra","Electronics","Los Angeles","XL","3.04","19.99","9.88","SKU-59941","FastShip Ltd","",920
"326639","Puffer Jacket Max","Apparel","Unknown","XL","2.84","399.99","117.48","SKU-42096","MegaManufacture Inc","",1254
"243423","Graphic Tee Elite","Apparel","Berlin","L","4.9","59.99","20.68","SKU-61163","QualityGoods Corp",1,40
"918017","Beanie Hat Pro","Apparel","Mexico City","L","0.42","89.99","27.24","SKU-59924","Global Supply Co.",1,1096
"581741","Oxford Shirt Ultra","Apparel","Detroit","M","1.16","9.99","3.05","SKU-13507","TechParts Asia",1,837
"989079","Stuffed Animal Plus","Toys & Games","Bangalore","S","2.94","89.99","31.5","SKU-88966","MegaManufacture Inc",1,1820
"634723","Garden Hose Max","Home & Garden","Chicago","L","4.43","499.99","198.36","SKU-93789","Global Supply Co.",1,498
"548324","Throw Blanket Premium","Home & Garden","Istanbul","L","3.41","19.99","7.57","SKU-75235","TechParts Asia",1,770
"987110","USB-C Hub Standard","Electronics","Detroit","One Size","5.32","24.99","11.28","SKU-71190","ValueChain Partners",1,146
"804938","Protein Shaker Ultra","Sports","Ho Chi Minh City","N/A","4.55","399.99","169.69","SKU-33542","Unknown",1,708
"256189","Cycling Helmet Elite","Sports","Detroit","L","4.85","14.99","6.61","SKU-54006","TechParts Asia",1,358
"943170","Action Figure Elite","Toys & Games","Detroit","N/A","0.82","89.99","31.22","SKU-67196","ValueChain Partners",1,620
"126225","action figure max","Toys & Games","Chennai","XL","0.37","74.99","23.05","SKU-27075","FastShip Ltd",1,12
"641455","SSD 1TB Lite","Electronics","Unknown","XL","3.27","14.99","7.27","SKU-65919","Global Supply Co.",1,1310
"356736","Tablet 10"" Standard","Electronics","Warsaw","N/A","2.69","299.99","139.74","SKU-26540","ValueChain Partners",1,78
"170267","Air Purifier Lite","Home & Garden","Guangzhou","M","4.39","14.99","5.18","SKU-12240","Global Supply Co.",1,851
"755993","Cast Iron Skillet Max","Home & Garden","Warsaw","L","3.46","249.99","100.41","SKU-28710","PrimeMaterials GmbH",1,523
"611552","Cycling Helmet Mini","Sports","Istanbul","XL","3.07","399.99","180.13","SKU-83818","QualityGoods Corp","",969
"208954","Wool Blazer Lite","Apparel","Chennai","N/A","4.47","24.99","6.86","SKU-52665","PrimeMaterials GmbH",1,1430
"955015","Matte Lipstick Premium","Beauty","Los Angeles","M","2.91","24.99","7.03","SKU-27101","TechParts Asia",1,900
"386042","Cast Iron Skillet Plus","Home & Garden","Mexico City","XL","1.07","74.99","29.48","SKU-73814","ValueChain Partners",1,588
"582662","Indoor Plant Pot Max","Home & Garden","Unknown","L","1.56","39.99","14.8","SKU-49446","ValueChain Partners",1,844
"809794","Cast Iron Skillet Mini","Home & Garden","Shanghai","XXL","2.41","399.99","146.57","SKU-59592","PrimeMaterials GmbH",1,671
"875520","Dumbbell Set Premium","Sports","Shanghai","L","1.72","9.99","3.53","SKU-59106","ValueChain Partners",1,1760
"911414","Beanie Hat Ultra","Apparel","Chennai","XL","4.96","14.99","3.93","SKU-46382","ValueChain Partners",1,434
"451291","Garden Hose Pro","Home & Garden","Warsaw","L","4.34","19.99","8.02","SKU-75086","TechParts Asia",1,943
"497562","Resistance Bands Plus","Sports","Guangzhou","Unknown","3.81","19.99","8.22","SKU-46926","MegaManufacture Inc",1,1247
"532067","Building Blocks Pro","Toys & Games","Warsaw","XS","0.39","24.99","9.57","SKU-71469","MegaManufacture Inc",1,1511
